series_id,title,season,frequency,units,notes,season_short,frequency_short,units_short,period_description,units_denomination,copyright_id,release_id,serp_title,serp_desc,notes_html
LRUN24TTPTA156N,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 24 Years for Portugal,Not Seasonally Adjusted,Annual,Percent,"OECD Data Filters: 
REF_AREA: PRT
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: PRT
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y15T24
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
JTS9000HIL,Hires: Government,Seasonally Adjusted,Monthly,Level in Thousands,,SA,M,Level in Thous.,,1,,192,,,
ALLQ31B62MINR,"31) To the Extent That the Price or Nonprice Terms Applied to Separately Managed Accounts Established with Investment Advisers Have Tightened or Eased over the Past Three Months (as Reflected in Your Responses to Questions 29 and 30), What Are the Most Important Reasons for the Change?| B. Possible Reasons for Easing | 6. Improvement in General Market Liquidity and Functioning. | Answer Type: 2nd Most Important",Not Seasonally Adjusted,Quarterly,Number of Respondents,,NSA,Q,Number of Respondents,,1,,571,,,
LRUN25FEISQ156N,Infra-Annual Labor Statistics: Unemployment Rate Female: From 25 to 54 Years for Iceland,Not Seasonally Adjusted,Quarterly,Percent,"OECD Data Filters: 
REF_AREA: ISL
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y25T54
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: ISL
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y25T54
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
SMU51444200500000001,"All Employees: Total Private in Staunton-Stuarts Draft, VA (MSA)",Not Seasonally Adjusted,Monthly,Thousands of Persons,,NSA,M,Thous. of Persons,,1000,,308,,,
PPCILBAASD46013A156NCEN,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Brown County, SD",Not Seasonally Adjusted,Annual,Percent,"The U.S. Census Bureau provides annual estimates of income and poverty statistics for all school districts, counties, and states through the Small Area Income and Poverty Estimates (https://www.census.gov/programs-surveys/saipe/about.html) (SAIPE) program. The bureau's main objective with this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs.

Estimates of poverty by ages and families are not direct counts from enumerations or administrative records, nor direct estimates from sample surveys. Instead, for counties and states, the Census models income and poverty estimates by combining survey data with population estimates and administrative records.

A confidence interval is a range of values, from the lower bound to the respective upper bound, that describes the uncertainty surrounding an estimate. A confidence interval is also itself an estimate. It is made using a model of how sampling, interviewing, measuring, and modeling contribute to uncertainty about the relation between the true value of the quantity we are estimating and our estimate of that value. The ""90%"" in the confidence interval listed above represents a level of certainty about our estimate. If we were to repeatedly make new estimates using exactly the same procedure (by drawing a new sample, conducting new interviews, calculating new estimates and new confidence intervals), the confidence intervals would contain the average of all the estimates 90% of the time. For more details about the confidence intervals and their interpretation, see this explanation (https://www.census.gov/programs-surveys/saipe/guidance/confidence-intervals.html).",NSA,A,%,,1,,346,,,"The U.S. Census Bureau provides annual estimates of income and poverty statistics for all school districts, counties, and states through the <a href=""https://www.census.gov/programs-surveys/saipe/about.html"">Small Area Income and Poverty Estimates</a> (SAIPE) program. The bureau's main objective with this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs.

Estimates of poverty by ages and families are not direct counts from enumerations or administrative records, nor direct estimates from sample surveys. Instead, for counties and states, the Census models income and poverty estimates by combining survey data with population estimates and administrative records.

A confidence interval is a range of values, from the lower bound to the respective upper bound, that describes the uncertainty surrounding an estimate. A confidence interval is also itself an estimate. It is made using a model of how sampling, interviewing, measuring, and modeling contribute to uncertainty about the relation between the true value of the quantity we are estimating and our estimate of that value. The ""90%"" in the confidence interval listed above represents a level of certainty about our estimate. If we were to repeatedly make new estimates using exactly the same procedure (by drawing a new sample, conducting new interviews, calculating new estimates and new confidence intervals), the confidence intervals would contain the average of all the estimates 90% of the time. For more details about the confidence intervals and their interpretation, see <a href=""https://www.census.gov/programs-surveys/saipe/guidance/confidence-intervals.html"">this explanation</a>."
LRUNTTFENLQ156N,Infra-Annual Labor Statistics: Unemployment Rate Female: 15 Years or over for Netherlands,Not Seasonally Adjusted,Quarterly,Percent,"OECD Data Filters: 
REF_AREA: NLD
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y_GE15
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: NLD
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: F
AGE: Y_GE15
ACTIVITY: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LRUNTTTTUSA156N,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for United States,Not Seasonally Adjusted,Annual,Percent,"OECD Data Filters: 
REF_AREA: USA
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,A,%,,1,,205,,,"OECD Data Filters: 
REF_AREA: USA
MEASURE: UNE_LF
UNIT_MEASURE: PT_LF_SUB
TRANSFORMATION: _Z
ADJUSTMENT: N
SEX: _T
AGE: Y_GE15
ACTIVITY: _Z
FREQ: A

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LUXCP010000IXOBQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Food and Non-Alcoholic Beverages for Luxembourg",Not Seasonally Adjusted,Quarterly,Index 2015=100,"OECD Data Filters: 
REF_AREA: LUX
MEASURE: CPI
UNIT_MEASURE: IX
METHODOLOGY: N
EXPENDITURE: CP01
ADJUSTMENT: N
TRANSFORMATION: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,Index 2015=100,,1,,205,,,"OECD Data Filters: 
REF_AREA: LUX
MEASURE: CPI
UNIT_MEASURE: IX
METHODOLOGY: N
EXPENDITURE: CP01
ADJUSTMENT: N
TRANSFORMATION: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
LVACP010000GYQ,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Food and Non-Alcoholic Beverages for Latvia",Not Seasonally Adjusted,Quarterly,Growth rate same period previous year,"OECD Data Filters: 
REF_AREA: LVA
MEASURE: CPI
UNIT_MEASURE: PA
METHODOLOGY: N
EXPENDITURE: CP01
ADJUSTMENT: N
TRANSFORMATION: GY
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,Q,Growth rate same period previous Yr.,,1,,205,,,"OECD Data Filters: 
REF_AREA: LVA
MEASURE: CPI
UNIT_MEASURE: PA
METHODOLOGY: N
EXPENDITURE: CP01
ADJUSTMENT: N
TRANSFORMATION: GY
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
JTS9000LDL,Layoffs and Discharges: Government,Seasonally Adjusted,Monthly,Level in Thousands,,SA,M,Level in Thous.,,1,,192,,,
LVACPHP0600IXOBM,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Health for Latvia",Not Seasonally Adjusted,Monthly,Index 2015=100,"OECD Data Filters: 
REF_AREA: LVA
MEASURE: CPI
UNIT_MEASURE: IX
METHODOLOGY: HICP
EXPENDITURE: CP06
ADJUSTMENT: N
TRANSFORMATION: _Z
FREQ: M

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",NSA,M,Index 2015=100,,1,,205,,,"OECD Data Filters: 
REF_AREA: LVA
MEASURE: CPI
UNIT_MEASURE: IX
METHODOLOGY: HICP
EXPENDITURE: CP06
ADJUSTMENT: N
TRANSFORMATION: _Z
FREQ: M

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
MABMM301SEQ189S,Monetary Aggregates and Their Components: Broad Money and Components: M3 for Sweden,Seasonally Adjusted,Quarterly,Swedish Krona,"OECD Data Filters: 
REF_AREA: SWE
MEASURE: MABM
UNIT_MEASURE: IX
ACTIVITY: _Z
ADJUSTMENT: Y
TRANSFORMATION: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date)).",SA,Q,Swedish Krona,,1,,205,,,"OECD Data Filters: 
REF_AREA: SWE
MEASURE: MABM
UNIT_MEASURE: IX
ACTIVITY: _Z
ADJUSTMENT: Y
TRANSFORMATION: _Z
FREQ: Q

All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or <a href=""https://data-explorer.oecd.org/"">https://data-explorer.oecd.org/</a>. (accessed on (date))."
